date,train_id,trip_no,delay_minutes,is_weekend
2025-06-04,KMRL-7,4,0.68,0
2025-06-04,KMRL-7,5,7.46,0
2025-06-04,KMRL-7,6,2.77,0
2025-06-04,KMRL-7,7,3.03,0
2025-06-04,KMRL-7,8,0.65,0
2025-06-04,KMRL-7,9,0.0,0
2025-06-04,KMRL-8,1,0.05,0
2025-06-04,KMRL-8,2,0.64,0
2025-06-04,KMRL-8,3,0.27,0
2025-06-04,KMRL-8,4,0.17,0
2025-06-04,KMRL-8,5,0.04,0
2025-06-04,KMRL-8,6,1.67,0
2025-06-04,KMRL-8,7,0.73,0
2025-06-04,KMRL-9,1,0.23,0
2025-06-04,KMRL-9,2,2.91,0
2025-06-04,KMRL-9,3,2.82,0
2025-06-04,KMRL-9,4,0.68,0
2025-06-04,KMRL-9,5,0.42,0
2025-06-04,KMRL-9,6,3.36,0
2025-06-04,KMRL-9,7,0.8,0
2025-06-04,KMRL-9,8,3.76,0
2025-06-04,KMRL-10,1,0.16,0
2025-06-04,KMRL-10,2,2.42,0
2025-06-04,KMRL-10,3,0.69,0
2025-06-04,KMRL-10,4,3.9,0
2025-06-04,KMRL-10,5,20.59,0
2025-06-04,KMRL-10,6,1.86,0
2025-06-04,KMRL-10,7,0.37,0
2025-06-04,KMRL-10,8,1.34,0
2025-06-04,KMRL-10,9,7.77,0
2025-06-04,KMRL-11,1,1.16,0
2025-06-04,KMRL-11,2,0.21,0
2025-06-04,KMRL-11,3,2.46,0
2025-06-04,KMRL-11,4,0.78,0
2025-06-04,KMRL-11,5,0.15,0
2025-06-04,KMRL-11,6,0.68,0
2025-06-04,KMRL-11,7,0.48,0
2025-06-04,KMRL-11,8,1.37,0
2025-06-04,KMRL-12,1,0.34,0
2025-06-04,KMRL-12,2,1.66,0
2025-06-04,KMRL-12,3,1.34,0
2025-06-04,KMRL-12,4,0.9,0
2025-06-04,KMRL-12,5,0.24,0
2025-06-04,KMRL-12,6,2.81,0
2025-06-04,KMRL-12,7,0.64,0
2025-06-04,KMRL-12,8,1.9,0
2025-06-04,KMRL-12,9,0.19,0
2025-06-04,KMRL-13,1,8.19,0
2025-06-04,KMRL-13,2,3.39,0
2025-06-04,KMRL-13,3,5.96,0
2025-06-04,KMRL-13,4,0.48,0
2025-06-04,KMRL-13,5,1.13,0
2025-06-04,KMRL-13,6,0.21,0
2025-06-04,KMRL-13,7,0.29,0
2025-06-04,KMRL-13,8,0.67,0
2025-06-04,KMRL-13,9,6.06,0
2025-06-04,KMRL-14,1,0.88,0
2025-06-04,KMRL-14,2,0.3,0
2025-06-04,KMRL-14,3,2.47,0
2025-06-04,KMRL-14,4,1.08,0
2025-06-04,KMRL-14,5,1.9,0
2025-06-04,KMRL-14,6,2.1,0
2025-06-04,KMRL-14,7,1.11,0
2025-06-04,KMRL-14,8,0.22,0
2025-06-04,KMRL-15,1,4.54,0
2025-06-04,KMRL-15,2,0.31,0
2025-06-04,KMRL-15,3,0.89,0
2025-06-04,KMRL-15,4,1.49,0
2025-06-04,KMRL-15,5,0.15,0
2025-06-04,KMRL-15,6,0.75,0
2025-06-04,KMRL-15,7,0.38,0
2025-06-04,KMRL-15,8,0.22,0
2025-06-04,KMRL-15,9,0.01,0
2025-06-04,KMRL-16,1,1.64,0
2025-06-04,KMRL-16,2,0.12,0
2025-06-04,KMRL-16,3,1.68,0
2025-06-04,KMRL-16,4,0.73,0
2025-06-04,KMRL-16,5,0.78,0
2025-06-04,KMRL-16,6,1.41,0
2025-06-04,KMRL-16,7,0.57,0
2025-06-04,KMRL-17,1,0.35,0
2025-06-04,KMRL-17,2,0.12,0
2025-06-04,KMRL-17,3,0.68,0
2025-06-04,KMRL-17,4,0.64,0
2025-06-04,KMRL-17,5,0.28,0
2025-06-04,KMRL-17,6,0.73,0
2025-06-04,KMRL-17,7,0.46,0
2025-06-04,KMRL-17,8,1.31,0
2025-06-04,KMRL-18,1,0.66,0
2025-06-04,KMRL-18,2,2.17,0
2025-06-04,KMRL-18,3,0.58,0
2025-06-04,KMRL-18,4,1.75,0
2025-06-04,KMRL-18,5,0.59,0
2025-06-04,KMRL-18,6,0.65,0
2025-06-04,KMRL-18,7,0.37,0
2025-06-04,KMRL-18,8,0.41,0
2025-06-04,KMRL-19,1,5.41,0
2025-06-04,KMRL-19,2,0.51,0
2025-06-04,KMRL-19,3,0.26,0
2025-06-04,KMRL-19,4,3.55,0
2025-06-04,KMRL-19,5,1.72,0
2025-06-04,KMRL-19,6,0.67,0
2025-06-04,KMRL-19,7,1.13,0
2025-06-04,KMRL-20,1,2.6,0
2025-06-04,KMRL-20,2,3.14,0
2025-06-04,KMRL-20,3,6.02,0
2025-06-04,KMRL-20,4,1.76,0
2025-06-04,KMRL-20,5,3.95,0
2025-06-04,KMRL-20,6,6.3,0
2025-06-04,KMRL-20,7,6.5,0
2025-06-04,KMRL-20,8,1.03,0
2025-06-04,KMRL-21,1,0.86,0
2025-06-04,KMRL-21,2,1.81,0
2025-06-04,KMRL-21,3,4.34,0
2025-06-04,KMRL-21,4,3.13,0
2025-06-04,KMRL-21,5,1.75,0
2025-06-04,KMRL-21,6,8.24,0
2025-06-04,KMRL-21,7,1.16,0
2025-06-04,KMRL-21,8,3.7,0
2025-06-04,KMRL-21,9,3.41,0
2025-06-04,KMRL-22,1,1.91,0
2025-06-04,KMRL-22,2,3.52,0
2025-06-04,KMRL-22,3,0.55,0
2025-06-04,KMRL-22,4,0.17,0
2025-06-04,KMRL-22,5,0.49,0
2025-06-04,KMRL-22,6,1.54,0
2025-06-04,KMRL-22,7,1.45,0
2025-06-04,KMRL-23,1,0.33,0
2025-06-04,KMRL-23,2,0.04,0
2025-06-04,KMRL-23,3,0.57,0
2025-06-04,KMRL-23,4,0.51,0
2025-06-04,KMRL-23,5,0.07,0
2025-06-04,KMRL-23,6,1.27,0
2025-06-04,KMRL-23,7,0.27,0
2025-06-04,KMRL-23,8,0.83,0
2025-06-04,KMRL-23,9,0.09,0
2025-06-04,KMRL-24,1,1.58,0
2025-06-04,KMRL-24,2,1.08,0
2025-06-04,KMRL-24,3,0.39,0
2025-06-04,KMRL-24,4,0.79,0
2025-06-04,KMRL-24,5,0.17,0
2025-06-04,KMRL-24,6,3.38,0
2025-06-04,KMRL-24,7,1.27,0
2025-06-04,KMRL-24,8,1.24,0
2025-06-04,KMRL-24,9,0.13,0
2025-06-04,KMRL-25,1,0.04,0
2025-06-04,KMRL-25,2,1.76,0
2025-06-04,KMRL-25,3,0.31,0
2025-06-04,KMRL-25,4,3.03,0
2025-06-04,KMRL-25,5,1.08,0
2025-06-04,KMRL-25,6,0.83,0
2025-06-04,KMRL-25,7,0.15,0
2025-06-04,KMRL-25,8,11.08,0
2025-06-04,KMRL-25,9,6.25,0
2025-06-04,KMRL-26,1,0.11,0
2025-06-04,KMRL-26,2,0.32,0
2025-06-04,KMRL-26,3,0.4,0
2025-06-04,KMRL-26,4,0.28,0
2025-06-04,KMRL-26,5,2.18,0
2025-06-04,KMRL-26,6,1.02,0
2025-06-04,KMRL-26,7,2.5,0
2025-06-04,KMRL-26,8,1.66,0
2025-06-04,KMRL-26,9,1.12,0
2025-06-04,KMRL-27,1,0.96,0
2025-06-04,KMRL-27,2,1.61,0
2025-06-04,KMRL-27,3,0.92,0
2025-06-04,KMRL-27,4,0.17,0
2025-06-04,KMRL-27,5,0.84,0
2025-06-04,KMRL-27,6,0.58,0
2025-06-04,KMRL-27,7,3.21,0
2025-06-04,KMRL-27,8,0.57,0
2025-06-04,KMRL-27,9,0.03,0
2025-06-04,KMRL-28,1,0.25,0
2025-06-04,KMRL-28,2,1.99,0
2025-06-04,KMRL-28,3,2.62,0
2025-06-04,KMRL-28,4,1.04,0
2025-06-04,KMRL-28,5,0.05,0
2025-06-04,KMRL-28,6,0.02,0
2025-06-04,KMRL-28,7,0.52,0
2025-06-04,KMRL-28,8,6.42,0
2025-06-04,KMRL-28,9,1.63,0
2025-06-04,KMRL-29,1,2.16,0
2025-06-04,KMRL-29,2,0.78,0
2025-06-04,KMRL-29,3,1.57,0
2025-06-04,KMRL-29,4,0.31,0
2025-06-04,KMRL-29,5,0.02,0
2025-06-04,KMRL-29,6,2.0,0
2025-06-04,KMRL-29,7,0.2,0
2025-06-04,KMRL-30,1,4.56,0
2025-06-04,KMRL-30,2,3.77,0
2025-06-04,KMRL-30,3,0.6,0
2025-06-04,KMRL-30,4,0.76,0
2025-06-04,KMRL-30,5,1.4,0
2025-06-04,KMRL-30,6,4.95,0
2025-06-04,KMRL-30,7,0.14,0
2025-06-05,KMRL-1,1,0.42,0
2025-06-05,KMRL-1,2,0.88,0
2025-06-05,KMRL-1,3,0.15,0
2025-06-05,KMRL-1,4,0.1,0
2025-06-05,KMRL-1,5,0.4,0
2025-06-05,KMRL-1,6,0.27,0
2025-06-05,KMRL-1,7,0.84,0
2025-06-05,KMRL-1,8,2.79,0
2025-06-05,KMRL-2,1,0.0,0
2025-06-05,KMRL-2,2,1.86,0
2025-06-05,KMRL-2,3,0.45,0
2025-06-05,KMRL-2,4,0.87,0
2025-06-05,KMRL-2,5,1.52,0
2025-06-05,KMRL-2,6,0.68,0
2025-06-05,KMRL-2,7,0.08,0
2025-06-05,KMRL-3,1,0.12,0
2025-06-05,KMRL-3,2,1.25,0
2025-06-05,KMRL-3,3,0.21,0
2025-06-05,KMRL-3,4,0.67,0
2025-06-05,KMRL-3,5,0.45,0
2025-06-05,KMRL-3,6,0.29,0
2025-06-05,KMRL-3,7,1.24,0
2025-06-05,KMRL-4,1,1.05,0
2025-06-05,KMRL-4,2,0.83,0
2025-06-05,KMRL-4,3,0.37,0
2025-06-05,KMRL-4,4,0.21,0
2025-06-05,KMRL-4,5,0.58,0
2025-06-05,KMRL-4,6,1.36,0
2025-06-05,KMRL-4,7,0.69,0
2025-06-05,KMRL-5,1,2.81,0
2025-06-05,KMRL-5,2,0.01,0
2025-06-05,KMRL-5,3,5.12,0
2025-06-05,KMRL-5,4,0.94,0
2025-06-05,KMRL-5,5,1.43,0
2025-06-05,KMRL-5,6,0.33,0
2025-06-05,KMRL-5,7,0.57,0
2025-06-05,KMRL-6,1,1.28,0
2025-06-05,KMRL-6,2,1.14,0
2025-06-05,KMRL-6,3,0.33,0
2025-06-05,KMRL-6,4,0.31,0
2025-06-05,KMRL-6,5,0.87,0
2025-06-05,KMRL-6,6,2.17,0
2025-06-05,KMRL-6,7,0.46,0
2025-06-05,KMRL-7,1,0.87,0
2025-06-05,KMRL-7,2,4.5,0
2025-06-05,KMRL-7,3,2.3,0
2025-06-05,KMRL-7,4,0.98,0
2025-06-05,KMRL-7,5,0.12,0
2025-06-05,KMRL-7,6,2.56,0
2025-06-05,KMRL-7,7,0.87,0
2025-06-05,KMRL-8,1,0.06,0
2025-06-05,KMRL-8,2,0.76,0
2025-06-05,KMRL-8,3,0.31,0
2025-06-05,KMRL-8,4,0.33,0
2025-06-05,KMRL-8,5,0.52,0
2025-06-05,KMRL-8,6,1.01,0
2025-06-05,KMRL-8,7,0.26,0
2025-06-05,KMRL-8,8,0.07,0
2025-06-05,KMRL-9,1,1.1,0
2025-06-05,KMRL-9,2,0.11,0
2025-06-05,KMRL-9,3,2.39,0
2025-06-05,KMRL-9,4,6.4,0
2025-06-05,KMRL-9,5,2.15,0
2025-06-05,KMRL-9,6,0.64,0
2025-06-05,KMRL-9,7,0.4,0
2025-06-05,KMRL-10,1,0.93,0
2025-06-05,KMRL-10,2,0.88,0
2025-06-05,KMRL-10,3,1.32,0
2025-06-05,KMRL-10,4,0.36,0
2025-06-05,KMRL-10,5,7.91,0
2025-06-05,KMRL-10,6,7.57,0
2025-06-05,KMRL-10,7,3.34,0
2025-06-05,KMRL-10,8,0.22,0
2025-06-05,KMRL-10,9,5.7,0
2025-06-05,KMRL-11,1,0.05,0
2025-06-05,KMRL-11,2,0.09,0
2025-06-05,KMRL-11,3,0.31,0
2025-06-05,KMRL-11,4,0.45,0
2025-06-05,KMRL-11,5,0.35,0
2025-06-05,KMRL-11,6,0.14,0
2025-06-05,KMRL-11,7,0.1,0
2025-06-05,KMRL-11,8,1.57,0
2025-06-05,KMRL-12,1,0.36,0
2025-06-05,KMRL-12,2,0.2,0
2025-06-05,KMRL-12,3,0.53,0
2025-06-05,KMRL-12,4,0.03,0
2025-06-05,KMRL-12,5,0.73,0
2025-06-05,KMRL-12,6,0.23,0
2025-06-05,KMRL-12,7,0.73,0
2025-06-05,KMRL-13,1,1.9,0
2025-06-05,KMRL-13,2,3.31,0
2025-06-05,KMRL-13,3,0.52,0
2025-06-05,KMRL-13,4,1.25,0
2025-06-05,KMRL-13,5,6.53,0
2025-06-05,KMRL-13,6,2.6,0
2025-06-05,KMRL-13,7,7.41,0
2025-06-05,KMRL-13,8,5.24,0
2025-06-05,KMRL-13,9,1.89,0
2025-06-05,KMRL-14,1,0.25,0
2025-06-05,KMRL-14,2,1.13,0
2025-06-05,KMRL-14,3,0.96,0
2025-06-05,KMRL-14,4,0.71,0
2025-06-05,KMRL-14,5,0.96,0
2025-06-05,KMRL-14,6,0.76,0
2025-06-05,KMRL-14,7,0.59,0
2025-06-05,KMRL-15,1,0.43,0
2025-06-05,KMRL-15,2,0.04,0
2025-06-05,KMRL-15,3,1.61,0
2025-06-05,KMRL-15,4,1.61,0
2025-06-05,KMRL-15,5,0.72,0
2025-06-05,KMRL-15,6,0.25,0
2025-06-05,KMRL-15,7,0.02,0
2025-06-05,KMRL-15,8,0.0,0
2025-06-05,KMRL-15,9,0.06,0
2025-06-05,KMRL-16,1,0.36,0
2025-06-05,KMRL-16,2,0.17,0
2025-06-05,KMRL-16,3,0.25,0
2025-06-05,KMRL-16,4,0.96,0
2025-06-05,KMRL-16,5,2.56,0
2025-06-05,KMRL-16,6,0.19,0
2025-06-05,KMRL-16,7,0.5,0
2025-06-05,KMRL-16,8,3.81,0
2025-06-05,KMRL-17,1,2.15,0
2025-06-05,KMRL-17,2,0.35,0
2025-06-05,KMRL-17,3,0.31,0
2025-06-05,KMRL-17,4,0.22,0
2025-06-05,KMRL-17,5,0.14,0
2025-06-05,KMRL-17,6,0.49,0
2025-06-05,KMRL-17,7,0.33,0
2025-06-05,KMRL-17,8,1.09,0
2025-06-05,KMRL-18,1,0.22,0
2025-06-05,KMRL-18,2,1.07,0
2025-06-05,KMRL-18,3,0.27,0
2025-06-05,KMRL-18,4,0.72,0
2025-06-05,KMRL-18,5,0.81,0
2025-06-05,KMRL-18,6,0.89,0
2025-06-05,KMRL-18,7,0.15,0
2025-06-05,KMRL-18,8,0.27,0
2025-06-05,KMRL-18,9,0.23,0
2025-06-05,KMRL-19,1,1.72,0
2025-06-05,KMRL-19,2,0.16,0
2025-06-05,KMRL-19,3,1.46,0
2025-06-05,KMRL-19,4,0.18,0
2025-06-05,KMRL-19,5,0.82,0
2025-06-05,KMRL-19,6,2.32,0
2025-06-05,KMRL-19,7,1.06,0
2025-06-05,KMRL-20,1,1.15,0
2025-06-05,KMRL-20,2,3.35,0
2025-06-05,KMRL-20,3,4.72,0
2025-06-05,KMRL-20,4,1.03,0
2025-06-05,KMRL-20,5,1.25,0
2025-06-05,KMRL-20,6,3.58,0
2025-06-05,KMRL-20,7,11.76,0
2025-06-05,KMRL-21,1,0.48,0
2025-06-05,KMRL-21,2,2.12,0
2025-06-05,KMRL-21,3,4.74,0
2025-06-05,KMRL-21,4,1.24,0
2025-06-05,KMRL-21,5,0.76,0
2025-06-05,KMRL-21,6,2.2,0
2025-06-05,KMRL-21,7,0.06,0
2025-06-05,KMRL-21,8,0.89,0
2025-06-05,KMRL-22,1,0.24,0
2025-06-05,KMRL-22,2,0.2,0
2025-06-05,KMRL-22,3,0.16,0
2025-06-05,KMRL-22,4,1.07,0
2025-06-05,KMRL-22,5,2.48,0
2025-06-05,KMRL-22,6,0.39,0
2025-06-05,KMRL-22,7,0.04,0
2025-06-05,KMRL-22,8,1.02,0
2025-06-05,KMRL-22,9,0.62,0
2025-06-05,KMRL-23,1,1.03,0
2025-06-05,KMRL-23,2,0.84,0
2025-06-05,KMRL-23,3,1.89,0
2025-06-05,KMRL-23,4,0.12,0
2025-06-05,KMRL-23,5,0.15,0
2025-06-05,KMRL-23,6,0.33,0
2025-06-05,KMRL-23,7,0.54,0
2025-06-05,KMRL-23,8,2.08,0
2025-06-05,KMRL-24,1,1.9,0
2025-06-05,KMRL-24,2,1.64,0
2025-06-05,KMRL-24,3,0.2,0
2025-06-05,KMRL-24,4,1.05,0
2025-06-05,KMRL-24,5,0.39,0
2025-06-05,KMRL-24,6,2.14,0
2025-06-05,KMRL-24,7,0.19,0
2025-06-05,KMRL-24,8,0.12,0
2025-06-05,KMRL-24,9,1.48,0
2025-06-05,KMRL-25,1,2.52,0
2025-06-05,KMRL-25,2,3.45,0
2025-06-05,KMRL-25,3,0.34,0
2025-06-05,KMRL-25,4,4.32,0
2025-06-05,KMRL-25,5,2.26,0
2025-06-05,KMRL-25,6,2.11,0
2025-06-05,KMRL-25,7,1.75,0
2025-06-05,KMRL-25,8,2.9,0
2025-06-05,KMRL-26,1,0.43,0
2025-06-05,KMRL-26,2,0.11,0
2025-06-05,KMRL-26,3,0.62,0
2025-06-05,KMRL-26,4,1.1,0
2025-06-05,KMRL-26,5,0.13,0
2025-06-05,KMRL-26,6,0.2,0
2025-06-05,KMRL-26,7,0.95,0
2025-06-05,KMRL-26,8,0.25,0
2025-06-05,KMRL-27,1,0.15,0
2025-06-05,KMRL-27,2,1.76,0
2025-06-05,KMRL-27,3,0.14,0
2025-06-05,KMRL-27,4,0.34,0
2025-06-05,KMRL-27,5,0.45,0
2025-06-05,KMRL-27,6,0.52,0
2025-06-05,KMRL-27,7,0.36,0
2025-06-05,KMRL-27,8,1.95,0
2025-06-05,KMRL-27,9,0.86,0
2025-06-05,KMRL-28,1,0.36,0
2025-06-05,KMRL-28,2,0.35,0
2025-06-05,KMRL-28,3,0.56,0
2025-06-05,KMRL-28,4,0.03,0
2025-06-05,KMRL-28,5,2.09,0
2025-06-05,KMRL-28,6,0.2,0
2025-06-05,KMRL-28,7,0.96,0
2025-06-05,KMRL-28,8,1.2,0
2025-06-05,KMRL-29,1,1.41,0
2025-06-05,KMRL-29,2,0.14,0
2025-06-05,KMRL-29,3,0.62,0
2025-06-05,KMRL-29,4,0.07,0
2025-06-05,KMRL-29,5,1.31,0
2025-06-05,KMRL-29,6,0.53,0
2025-06-05,KMRL-29,7,0.14,0
2025-06-05,KMRL-30,1,4.44,0
2025-06-05,KMRL-30,2,1.41,0
2025-06-05,KMRL-30,3,0.43,0
2025-06-05,KMRL-30,4,2.16,0
2025-06-05,KMRL-30,5,0.94,0
2025-06-05,KMRL-30,6,10.5,0
2025-06-05,KMRL-30,7,1.57,0
2025-06-05,KMRL-30,8,2.97,0
2025-06-05,KMRL-30,9,10.37,0
2025-06-06,KMRL-1,1,0.4,0
2025-06-06,KMRL-1,2,0.35,0
2025-06-06,KMRL-1,3,0.14,0
2025-06-06,KMRL-1,4,2.23,0
2025-06-06,KMRL-1,5,1.29,0
2025-06-06,KMRL-1,6,0.2,0
2025-06-06,KMRL-1,7,0.32,0
2025-06-06,KMRL-1,8,1.97,0
2025-06-06,KMRL-1,9,0.62,0
2025-06-06,KMRL-2,1,0.65,0
2025-06-06,KMRL-2,2,0.84,0
2025-06-06,KMRL-2,3,1.15,0
2025-06-06,KMRL-2,4,2.24,0
2025-06-06,KMRL-2,5,1.3,0
2025-06-06,KMRL-2,6,2.18,0
2025-06-06,KMRL-2,7,1.37,0
2025-06-06,KMRL-2,8,0.04,0
2025-06-06,KMRL-2,9,0.1,0
2025-06-06,KMRL-3,1,1.73,0
2025-06-06,KMRL-3,2,0.02,0
2025-06-06,KMRL-3,3,1.26,0
2025-06-06,KMRL-3,4,1.52,0
2025-06-06,KMRL-3,5,0.43,0
2025-06-06,KMRL-3,6,0.35,0
2025-06-06,KMRL-3,7,0.17,0
2025-06-06,KMRL-3,8,0.04,0
2025-06-06,KMRL-3,9,1.09,0
2025-06-06,KMRL-4,1,0.06,0
2025-06-06,KMRL-4,2,2.32,0
2025-06-06,KMRL-4,3,0.28,0
2025-06-06,KMRL-4,4,1.26,0
2025-06-06,KMRL-4,5,0.05,0
2025-06-06,KMRL-4,6,0.61,0
2025-06-06,KMRL-4,7,0.34,0
2025-06-06,KMRL-4,8,0.02,0
2025-06-06,KMRL-5,1,0.85,0
2025-06-06,KMRL-5,2,2.29,0
2025-06-06,KMRL-5,3,0.01,0
2025-06-06,KMRL-5,4,0.25,0
2025-06-06,KMRL-5,5,0.97,0
2025-06-06,KMRL-5,6,1.64,0
2025-06-06,KMRL-5,7,0.17,0
2025-06-06,KMRL-6,1,0.06,0
2025-06-06,KMRL-6,2,0.01,0
2025-06-06,KMRL-6,3,0.19,0
2025-06-06,KMRL-6,4,0.06,0
2025-06-06,KMRL-6,5,0.36,0
2025-06-06,KMRL-6,6,0.46,0
2025-06-06,KMRL-6,7,0.52,0
2025-06-06,KMRL-6,8,0.12,0
2025-06-06,KMRL-7,1,1.25,0
2025-06-06,KMRL-7,2,0.02,0
2025-06-06,KMRL-7,3,0.55,0
2025-06-06,KMRL-7,4,0.92,0
2025-06-06,KMRL-7,5,0.25,0
2025-06-06,KMRL-7,6,3.36,0
2025-06-06,KMRL-7,7,0.45,0
2025-06-06,KMRL-8,1,1.12,0
2025-06-06,KMRL-8,2,0.51,0
2025-06-06,KMRL-8,3,0.52,0
2025-06-06,KMRL-8,4,0.83,0
2025-06-06,KMRL-8,5,0.04,0
2025-06-06,KMRL-8,6,0.07,0
2025-06-06,KMRL-8,7,0.32,0
2025-06-06,KMRL-9,1,1.08,0
2025-06-06,KMRL-9,2,1.12,0
2025-06-06,KMRL-9,3,2.26,0
2025-06-06,KMRL-9,4,0.0,0
2025-06-06,KMRL-9,5,6.39,0
2025-06-06,KMRL-9,6,0.38,0
2025-06-06,KMRL-9,7,0.57,0
2025-06-06,KMRL-9,8,4.72,0
2025-06-06,KMRL-9,9,0.01,0
2025-06-06,KMRL-10,1,16.61,0
2025-06-06,KMRL-10,2,0.13,0
2025-06-06,KMRL-10,3,0.45,0
2025-06-06,KMRL-10,4,0.96,0
2025-06-06,KMRL-10,5,2.02,0
2025-06-06,KMRL-10,6,2.56,0
2025-06-06,KMRL-10,7,0.39,0
2025-06-06,KMRL-10,8,0.27,0
2025-06-06,KMRL-10,9,0.11,0
2025-06-06,KMRL-11,1,0.24,0
2025-06-06,KMRL-11,2,2.04,0
2025-06-06,KMRL-11,3,0.4,0
2025-06-06,KMRL-11,4,1.16,0
2025-06-06,KMRL-11,5,0.17,0
2025-06-06,KMRL-11,6,0.05,0
2025-06-06,KMRL-11,7,0.65,0
2025-06-06,KMRL-11,8,1.38,0
2025-06-06,KMRL-11,9,1.83,0
2025-06-06,KMRL-12,1,0.63,0
2025-06-06,KMRL-12,2,0.28,0
2025-06-06,KMRL-12,3,0.09,0
2025-06-06,KMRL-12,4,0.88,0
2025-06-06,KMRL-12,5,0.26,0
2025-06-06,KMRL-12,6,1.49,0
2025-06-06,KMRL-12,7,0.74,0
2025-06-06,KMRL-13,1,3.92,0
2025-06-06,KMRL-13,2,1.67,0
2025-06-06,KMRL-13,3,2.95,0
2025-06-06,KMRL-13,4,0.7,0
2025-06-06,KMRL-13,5,1.4,0
2025-06-06,KMRL-13,6,0.04,0
2025-06-06,KMRL-13,7,1.87,0
2025-06-06,KMRL-14,1,0.61,0
2025-06-06,KMRL-14,2,1.13,0
2025-06-06,KMRL-14,3,1.04,0
2025-06-06,KMRL-14,4,0.79,0
2025-06-06,KMRL-14,5,0.05,0
2025-06-06,KMRL-14,6,1.87,0
2025-06-06,KMRL-14,7,0.01,0
2025-06-06,KMRL-14,8,1.3,0
2025-06-06,KMRL-14,9,0.52,0
2025-06-06,KMRL-15,1,1.36,0
2025-06-06,KMRL-15,2,0.5,0
2025-06-06,KMRL-15,3,0.83,0
2025-06-06,KMRL-15,4,0.36,0
2025-06-06,KMRL-15,5,1.09,0
2025-06-06,KMRL-15,6,0.23,0
2025-06-06,KMRL-15,7,1.02,0
2025-06-06,KMRL-16,1,0.17,0
2025-06-06,KMRL-16,2,1.02,0
2025-06-06,KMRL-16,3,0.28,0
2025-06-06,KMRL-16,4,0.26,0
2025-06-06,KMRL-16,5,1.33,0
2025-06-06,KMRL-16,6,1.34,0
2025-06-06,KMRL-16,7,0.94,0
2025-06-06,KMRL-16,8,2.06,0
2025-06-06,KMRL-17,1,0.14,0
2025-06-06,KMRL-17,2,0.25,0
2025-06-06,KMRL-17,3,0.28,0
2025-06-06,KMRL-17,4,0.29,0
2025-06-06,KMRL-17,5,0.32,0
2025-06-06,KMRL-17,6,0.96,0
2025-06-06,KMRL-17,7,0.25,0
2025-06-06,KMRL-17,8,0.27,0
2025-06-06,KMRL-17,9,0.68,0
2025-06-06,KMRL-18,1,0.17,0
2025-06-06,KMRL-18,2,0.36,0
2025-06-06,KMRL-18,3,0.05,0
2025-06-06,KMRL-18,4,2.44,0
2025-06-06,KMRL-18,5,0.31,0
2025-06-06,KMRL-18,6,1.52,0
2025-06-06,KMRL-18,7,0.6,0
2025-06-06,KMRL-18,8,0.21,0
2025-06-06,KMRL-19,1,0.43,0
2025-06-06,KMRL-19,2,2.37,0
2025-06-06,KMRL-19,3,6.7,0
2025-06-06,KMRL-19,4,0.4,0
2025-06-06,KMRL-19,5,0.25,0
2025-06-06,KMRL-19,6,0.98,0
2025-06-06,KMRL-19,7,1.0,0
2025-06-06,KMRL-19,8,3.28,0
2025-06-06,KMRL-20,1,2.21,0
2025-06-06,KMRL-20,2,0.23,0
2025-06-06,KMRL-20,3,8.87,0
2025-06-06,KMRL-20,4,1.63,0
2025-06-06,KMRL-20,5,3.86,0
2025-06-06,KMRL-20,6,3.85,0
2025-06-06,KMRL-20,7,0.2,0
2025-06-06,KMRL-20,8,0.01,0
2025-06-06,KMRL-21,1,0.18,0
2025-06-06,KMRL-21,2,6.27,0
2025-06-06,KMRL-21,3,3.16,0
2025-06-06,KMRL-21,4,0.28,0
2025-06-06,KMRL-21,5,1.91,0
2025-06-06,KMRL-21,6,1.89,0
2025-06-06,KMRL-21,7,0.0,0
2025-06-06,KMRL-21,8,1.12,0
2025-06-06,KMRL-22,1,1.0,0
2025-06-06,KMRL-22,2,0.17,0
2025-06-06,KMRL-22,3,1.52,0
2025-06-06,KMRL-22,4,0.86,0
2025-06-06,KMRL-22,5,0.01,0
2025-06-06,KMRL-22,6,1.54,0
2025-06-06,KMRL-22,7,0.02,0
2025-06-06,KMRL-22,8,1.75,0
2025-06-06,KMRL-22,9,0.32,0
2025-06-06,KMRL-23,1,0.96,0
2025-06-06,KMRL-23,2,1.24,0
2025-06-06,KMRL-23,3,0.26,0
2025-06-06,KMRL-23,4,0.35,0
2025-06-06,KMRL-23,5,0.57,0
2025-06-06,KMRL-23,6,0.7,0
2025-06-06,KMRL-23,7,0.28,0
2025-06-06,KMRL-23,8,3.9,0
2025-06-06,KMRL-24,1,1.07,0
2025-06-06,KMRL-24,2,0.26,0
2025-06-06,KMRL-24,3,0.82,0
2025-06-06,KMRL-24,4,0.46,0
2025-06-06,KMRL-24,5,1.57,0
2025-06-06,KMRL-24,6,0.32,0
2025-06-06,KMRL-24,7,0.17,0
2025-06-06,KMRL-24,8,0.04,0
2025-06-06,KMRL-24,9,3.32,0
2025-06-06,KMRL-25,1,0.89,0
2025-06-06,KMRL-25,2,0.5,0
2025-06-06,KMRL-25,3,1.35,0
2025-06-06,KMRL-25,4,0.69,0
2025-06-06,KMRL-25,5,0.53,0
2025-06-06,KMRL-25,6,1.92,0
2025-06-06,KMRL-25,7,0.16,0
2025-06-06,KMRL-25,8,1.42,0
