date,station,hour,passenger_count,is_weekend,is_am_peak,is_pm_peak
2025-08-20,Maharaja's College,15,68,0,0,0
2025-08-20,Maharaja's College,16,76,0,0,0
2025-08-20,Maharaja's College,17,197,0,0,1
2025-08-20,Maharaja's College,18,204,0,0,1
2025-08-20,Maharaja's College,19,196,0,0,1
2025-08-20,Maharaja's College,20,188,0,0,1
2025-08-20,Maharaja's College,21,77,0,0,0
2025-08-20,Maharaja's College,22,70,0,0,0
2025-08-20,Ernakulam South,6,219,0,0,0
2025-08-20,Ernakulam South,7,217,0,0,0
2025-08-20,Ernakulam South,8,482,0,1,0
2025-08-20,Ernakulam South,9,488,0,1,0
2025-08-20,Ernakulam South,10,534,0,1,0
2025-08-20,Ernakulam South,11,201,0,0,0
2025-08-20,Ernakulam South,12,193,0,0,0
2025-08-20,Ernakulam South,13,181,0,0,0
2025-08-20,Ernakulam South,14,215,0,0,0
2025-08-20,Ernakulam South,15,196,0,0,0
2025-08-20,Ernakulam South,16,202,0,0,0
2025-08-20,Ernakulam South,17,514,0,0,1
2025-08-20,Ernakulam South,18,513,0,0,1
2025-08-20,Ernakulam South,19,507,0,0,1
2025-08-20,Ernakulam South,20,534,0,0,1
2025-08-20,Ernakulam South,21,188,0,0,0
2025-08-20,Ernakulam South,22,207,0,0,0
2025-08-20,Kadavanthra,6,81,0,0,0
2025-08-20,Kadavanthra,7,91,0,0,0
2025-08-20,Kadavanthra,8,211,0,1,0
2025-08-20,Kadavanthra,9,203,0,1,0
2025-08-20,Kadavanthra,10,175,0,1,0
2025-08-20,Kadavanthra,11,73,0,0,0
2025-08-20,Kadavanthra,12,75,0,0,0
2025-08-20,Kadavanthra,13,96,0,0,0
2025-08-20,Kadavanthra,14,96,0,0,0
2025-08-20,Kadavanthra,15,66,0,0,0
2025-08-20,Kadavanthra,16,76,0,0,0
2025-08-20,Kadavanthra,17,202,0,0,1
2025-08-20,Kadavanthra,18,201,0,0,1
2025-08-20,Kadavanthra,19,187,0,0,1
2025-08-20,Kadavanthra,20,199,0,0,1
2025-08-20,Kadavanthra,21,82,0,0,0
2025-08-20,Kadavanthra,22,89,0,0,0
2025-08-20,Elamkulam,6,85,0,0,0
2025-08-20,Elamkulam,7,85,0,0,0
2025-08-20,Elamkulam,8,177,0,1,0
2025-08-20,Elamkulam,9,211,0,1,0
2025-08-20,Elamkulam,10,199,0,1,0
2025-08-20,Elamkulam,11,95,0,0,0
2025-08-20,Elamkulam,12,79,0,0,0
2025-08-20,Elamkulam,13,79,0,0,0
2025-08-20,Elamkulam,14,86,0,0,0
2025-08-20,Elamkulam,15,80,0,0,0
2025-08-20,Elamkulam,16,83,0,0,0
2025-08-20,Elamkulam,17,208,0,0,1
2025-08-20,Elamkulam,18,201,0,0,1
2025-08-20,Elamkulam,19,179,0,0,1
2025-08-20,Elamkulam,20,201,0,0,1
2025-08-20,Elamkulam,21,86,0,0,0
2025-08-20,Elamkulam,22,81,0,0,0
2025-08-20,Vyttila,6,85,0,0,0
2025-08-20,Vyttila,7,82,0,0,0
2025-08-20,Vyttila,8,210,0,1,0
2025-08-20,Vyttila,9,222,0,1,0
2025-08-20,Vyttila,10,177,0,1,0
2025-08-20,Vyttila,11,70,0,0,0
2025-08-20,Vyttila,12,82,0,0,0
2025-08-20,Vyttila,13,84,0,0,0
2025-08-20,Vyttila,14,69,0,0,0
2025-08-20,Vyttila,15,87,0,0,0
2025-08-20,Vyttila,16,75,0,0,0
2025-08-20,Vyttila,17,223,0,0,1
2025-08-20,Vyttila,18,200,0,0,1
2025-08-20,Vyttila,19,190,0,0,1
2025-08-20,Vyttila,20,190,0,0,1
2025-08-20,Vyttila,21,90,0,0,0
2025-08-20,Vyttila,22,77,0,0,0
2025-08-20,Thaikoodam,6,91,0,0,0
2025-08-20,Thaikoodam,7,84,0,0,0
2025-08-20,Thaikoodam,8,174,0,1,0
2025-08-20,Thaikoodam,9,197,0,1,0
2025-08-20,Thaikoodam,10,210,0,1,0
2025-08-20,Thaikoodam,11,72,0,0,0
2025-08-20,Thaikoodam,12,75,0,0,0
2025-08-20,Thaikoodam,13,81,0,0,0
2025-08-20,Thaikoodam,14,87,0,0,0
2025-08-20,Thaikoodam,15,82,0,0,0
2025-08-20,Thaikoodam,16,76,0,0,0
2025-08-20,Thaikoodam,17,199,0,0,1
2025-08-20,Thaikoodam,18,187,0,0,1
2025-08-20,Thaikoodam,19,199,0,0,1
2025-08-20,Thaikoodam,20,201,0,0,1
2025-08-20,Thaikoodam,21,87,0,0,0
2025-08-20,Thaikoodam,22,69,0,0,0
2025-08-20,Petta,6,69,0,0,0
2025-08-20,Petta,7,71,0,0,0
2025-08-20,Petta,8,185,0,1,0
2025-08-20,Petta,9,195,0,1,0
2025-08-20,Petta,10,195,0,1,0
2025-08-20,Petta,11,83,0,0,0
2025-08-20,Petta,12,77,0,0,0
2025-08-20,Petta,13,77,0,0,0
2025-08-20,Petta,14,78,0,0,0
2025-08-20,Petta,15,71,0,0,0
2025-08-20,Petta,16,86,0,0,0
2025-08-20,Petta,17,205,0,0,1
2025-08-20,Petta,18,199,0,0,1
2025-08-20,Petta,19,202,0,0,1
2025-08-20,Petta,20,208,0,0,1
2025-08-20,Petta,21,73,0,0,0
2025-08-20,Petta,22,93,0,0,0
2025-08-20,Vadakkekotta,6,78,0,0,0
2025-08-20,Vadakkekotta,7,75,0,0,0
2025-08-20,Vadakkekotta,8,200,0,1,0
2025-08-20,Vadakkekotta,9,209,0,1,0
2025-08-20,Vadakkekotta,10,177,0,1,0
2025-08-20,Vadakkekotta,11,79,0,0,0
2025-08-20,Vadakkekotta,12,93,0,0,0
2025-08-20,Vadakkekotta,13,90,0,0,0
2025-08-20,Vadakkekotta,14,81,0,0,0
2025-08-20,Vadakkekotta,15,83,0,0,0
2025-08-20,Vadakkekotta,16,77,0,0,0
2025-08-20,Vadakkekotta,17,192,0,0,1
2025-08-20,Vadakkekotta,18,224,0,0,1
2025-08-20,Vadakkekotta,19,212,0,0,1
2025-08-20,Vadakkekotta,20,205,0,0,1
2025-08-20,Vadakkekotta,21,66,0,0,0
2025-08-20,Vadakkekotta,22,90,0,0,0
2025-08-20,SN Junction,6,74,0,0,0
2025-08-20,SN Junction,7,95,0,0,0
2025-08-20,SN Junction,8,201,0,1,0
2025-08-20,SN Junction,9,211,0,1,0
2025-08-20,SN Junction,10,211,0,1,0
2025-08-20,SN Junction,11,84,0,0,0
2025-08-20,SN Junction,12,66,0,0,0
2025-08-20,SN Junction,13,71,0,0,0
2025-08-20,SN Junction,14,83,0,0,0
2025-08-20,SN Junction,15,77,0,0,0
2025-08-20,SN Junction,16,78,0,0,0
2025-08-20,SN Junction,17,212,0,0,1
2025-08-20,SN Junction,18,181,0,0,1
2025-08-20,SN Junction,19,208,0,0,1
2025-08-20,SN Junction,20,205,0,0,1
2025-08-20,SN Junction,21,92,0,0,0
2025-08-20,SN Junction,22,74,0,0,0
2025-08-20,Tripunithura Terminal,6,93,0,0,0
2025-08-20,Tripunithura Terminal,7,81,0,0,0
2025-08-20,Tripunithura Terminal,8,201,0,1,0
2025-08-20,Tripunithura Terminal,9,212,0,1,0
2025-08-20,Tripunithura Terminal,10,195,0,1,0
2025-08-20,Tripunithura Terminal,11,82,0,0,0
2025-08-20,Tripunithura Terminal,12,78,0,0,0
2025-08-20,Tripunithura Terminal,13,88,0,0,0
2025-08-20,Tripunithura Terminal,14,90,0,0,0
2025-08-20,Tripunithura Terminal,15,72,0,0,0
2025-08-20,Tripunithura Terminal,16,80,0,0,0
2025-08-20,Tripunithura Terminal,17,207,0,0,1
2025-08-20,Tripunithura Terminal,18,205,0,0,1
2025-08-20,Tripunithura Terminal,19,218,0,0,1
2025-08-20,Tripunithura Terminal,20,213,0,0,1
2025-08-20,Tripunithura Terminal,21,83,0,0,0
2025-08-20,Tripunithura Terminal,22,78,0,0,0
2025-08-27,Aluva,6,197,0,0,0
2025-08-27,Aluva,7,211,0,0,0
2025-08-27,Aluva,8,539,0,1,0
2025-08-27,Aluva,9,505,0,1,0
2025-08-27,Aluva,10,488,0,1,0
2025-08-27,Aluva,11,178,0,0,0
2025-08-27,Aluva,12,215,0,0,0
2025-08-27,Aluva,13,177,0,0,0
2025-08-27,Aluva,14,212,0,0,0
2025-08-27,Aluva,15,203,0,0,0
2025-08-27,Aluva,16,189,0,0,0
2025-08-27,Aluva,17,503,0,0,1
2025-08-27,Aluva,18,477,0,0,1
2025-08-27,Aluva,19,504,0,0,1
2025-08-27,Aluva,20,505,0,0,1
2025-08-27,Aluva,21,210,0,0,0
2025-08-27,Aluva,22,187,0,0,0
2025-08-27,Pulinchodu,6,89,0,0,0
2025-08-27,Pulinchodu,7,83,0,0,0
2025-08-27,Pulinchodu,8,204,0,1,0
2025-08-27,Pulinchodu,9,202,0,1,0
2025-08-27,Pulinchodu,10,205,0,1,0
2025-08-27,Pulinchodu,11,88,0,0,0
2025-08-27,Pulinchodu,12,91,0,0,0
2025-08-27,Pulinchodu,13,80,0,0,0
2025-08-27,Pulinchodu,14,91,0,0,0
2025-08-27,Pulinchodu,15,83,0,0,0
2025-08-27,Pulinchodu,16,77,0,0,0
2025-08-27,Pulinchodu,17,195,0,0,1
2025-08-27,Pulinchodu,18,216,0,0,1
2025-08-27,Pulinchodu,19,208,0,0,1
2025-08-27,Pulinchodu,20,216,0,0,1
2025-08-27,Pulinchodu,21,91,0,0,0
2025-08-27,Pulinchodu,22,81,0,0,0
2025-08-27,Companypady,6,87,0,0,0
2025-08-27,Companypady,7,82,0,0,0
2025-08-27,Companypady,8,217,0,1,0
2025-08-27,Companypady,9,204,0,1,0
2025-08-27,Companypady,10,193,0,1,0
2025-08-27,Companypady,11,80,0,0,0
2025-08-27,Companypady,12,109,0,0,0
2025-08-27,Companypady,13,92,0,0,0
2025-08-27,Companypady,14,85,0,0,0
2025-08-27,Companypady,15,77,0,0,0
2025-08-27,Companypady,16,78,0,0,0
2025-08-27,Companypady,17,162,0,0,1
2025-08-27,Companypady,18,186,0,0,1
2025-08-27,Companypady,19,223,0,0,1
2025-08-27,Companypady,20,217,0,0,1
2025-08-27,Companypady,21,66,0,0,0
2025-08-27,Companypady,22,66,0,0,0
2025-08-27,Ambattukavu,6,80,0,0,0
2025-08-27,Ambattukavu,7,78,0,0,0
2025-08-27,Ambattukavu,8,189,0,1,0
2025-08-27,Ambattukavu,9,184,0,1,0
2025-08-27,Ambattukavu,10,212,0,1,0
2025-08-27,Ambattukavu,11,69,0,0,0
2025-08-27,Ambattukavu,12,94,0,0,0
2025-08-27,Ambattukavu,13,84,0,0,0
2025-08-27,Ambattukavu,14,64,0,0,0
2025-08-27,Ambattukavu,15,92,0,0,0
2025-08-27,Ambattukavu,16,79,0,0,0
2025-08-27,Ambattukavu,17,207,0,0,1
2025-08-27,Ambattukavu,18,224,0,0,1
2025-08-27,Ambattukavu,19,221,0,0,1
2025-08-27,Ambattukavu,20,213,0,0,1
2025-08-27,Ambattukavu,21,78,0,0,0
2025-08-27,Ambattukavu,22,90,0,0,0
2025-08-27,Muttom,6,67,0,0,0
2025-08-27,Muttom,7,82,0,0,0
2025-08-27,Muttom,8,182,0,1,0
2025-08-27,Muttom,9,184,0,1,0
2025-08-27,Muttom,10,190,0,1,0
2025-08-27,Muttom,11,80,0,0,0
2025-08-27,Muttom,12,63,0,0,0
2025-08-27,Muttom,13,76,0,0,0
2025-08-27,Muttom,14,74,0,0,0
2025-08-27,Muttom,15,86,0,0,0
2025-08-27,Muttom,16,77,0,0,0
2025-08-27,Muttom,17,197,0,0,1
2025-08-27,Muttom,18,202,0,0,1
2025-08-27,Muttom,19,204,0,0,1
2025-08-27,Muttom,20,209,0,0,1
2025-08-27,Muttom,21,83,0,0,0
2025-08-27,Muttom,22,79,0,0,0
2025-08-27,Kalamassery,6,218,0,0,0
2025-08-27,Kalamassery,7,209,0,0,0
2025-08-27,Kalamassery,8,515,0,1,0
2025-08-27,Kalamassery,9,513,0,1,0
2025-08-27,Kalamassery,10,506,0,1,0
2025-08-27,Kalamassery,11,194,0,0,0
2025-08-27,Kalamassery,12,185,0,0,0
2025-08-27,Kalamassery,13,200,0,0,0
2025-08-27,Kalamassery,14,192,0,0,0
2025-08-27,Kalamassery,15,201,0,0,0
2025-08-27,Kalamassery,16,217,0,0,0
2025-08-27,Kalamassery,17,521,0,0,1
2025-08-27,Kalamassery,18,459,0,0,1
2025-08-27,Kalamassery,19,485,0,0,1
2025-08-27,Kalamassery,20,471,0,0,1
2025-08-27,Kalamassery,21,208,0,0,0
2025-08-27,Kalamassery,22,200,0,0,0
2025-08-27,CUSAT,6,77,0,0,0
2025-08-27,CUSAT,7,95,0,0,0
2025-08-27,CUSAT,8,211,0,1,0
2025-08-27,CUSAT,9,195,0,1,0
2025-08-27,CUSAT,10,175,0,1,0
2025-08-27,CUSAT,11,73,0,0,0
2025-08-27,CUSAT,12,73,0,0,0
2025-08-27,CUSAT,13,72,0,0,0
2025-08-27,CUSAT,14,86,0,0,0
2025-08-27,CUSAT,15,94,0,0,0
2025-08-27,CUSAT,16,103,0,0,0
2025-08-27,CUSAT,17,195,0,0,1
2025-08-27,CUSAT,18,221,0,0,1
2025-08-27,CUSAT,19,195,0,0,1
2025-08-27,CUSAT,20,200,0,0,1
2025-08-27,CUSAT,21,72,0,0,0
2025-08-27,CUSAT,22,76,0,0,0
2025-08-27,Pathadipalam,6,90,0,0,0
2025-08-27,Pathadipalam,7,81,0,0,0
2025-08-27,Pathadipalam,8,197,0,1,0
2025-08-27,Pathadipalam,9,202,0,1,0
2025-08-27,Pathadipalam,10,220,0,1,0
2025-08-27,Pathadipalam,11,82,0,0,0
2025-08-27,Pathadipalam,12,81,0,0,0
2025-08-27,Pathadipalam,13,92,0,0,0
2025-08-27,Pathadipalam,14,77,0,0,0
2025-08-27,Pathadipalam,15,67,0,0,0
2025-08-27,Pathadipalam,16,82,0,0,0
2025-08-27,Pathadipalam,17,207,0,0,1
2025-08-27,Pathadipalam,18,201,0,0,1
2025-08-27,Pathadipalam,19,205,0,0,1
2025-08-27,Pathadipalam,20,208,0,0,1
2025-08-27,Pathadipalam,21,85,0,0,0
2025-08-27,Pathadipalam,22,72,0,0,0
2025-08-27,Edappally,6,218,0,0,0
2025-08-27,Edappally,7,204,0,0,0
2025-08-27,Edappally,8,502,0,1,0
2025-08-27,Edappally,9,512,0,1,0
2025-08-27,Edappally,10,514,0,1,0
2025-08-27,Edappally,11,223,0,0,0
2025-08-27,Edappally,12,201,0,0,0
2025-08-27,Edappally,13,203,0,0,0
2025-08-27,Edappally,14,186,0,0,0
2025-08-27,Edappally,15,201,0,0,0
2025-08-27,Edappally,16,204,0,0,0
2025-08-27,Edappally,17,509,0,0,1
2025-08-27,Edappally,18,496,0,0,1
2025-08-27,Edappally,19,517,0,0,1
2025-08-27,Edappally,20,501,0,0,1
2025-08-27,Edappally,21,214,0,0,0
2025-08-27,Edappally,22,207,0,0,0
2025-08-27,Changampuzha Park,6,96,0,0,0
2025-08-27,Changampuzha Park,7,75,0,0,0
2025-08-27,Changampuzha Park,8,220,0,1,0
2025-08-27,Changampuzha Park,9,195,0,1,0
2025-08-27,Changampuzha Park,10,201,0,1,0
2025-08-27,Changampuzha Park,11,93,0,0,0
2025-08-27,Changampuzha Park,12,79,0,0,0
2025-08-27,Changampuzha Park,13,68,0,0,0
2025-08-27,Changampuzha Park,14,93,0,0,0
2025-08-27,Changampuzha Park,15,75,0,0,0
2025-08-27,Changampuzha Park,16,74,0,0,0
2025-08-27,Changampuzha Park,17,213,0,0,1
2025-08-27,Changampuzha Park,18,177,0,0,1
2025-08-27,Changampuzha Park,19,193,0,0,1
2025-08-27,Changampuzha Park,20,238,0,0,1
2025-08-27,Changampuzha Park,21,88,0,0,0
2025-08-27,Changampuzha Park,22,84,0,0,0
2025-08-27,Palarivattom,6,89,0,0,0
2025-08-27,Palarivattom,7,74,0,0,0
2025-08-27,Palarivattom,8,197,0,1,0
2025-08-27,Palarivattom,9,202,0,1,0
2025-08-27,Palarivattom,10,230,0,1,0
2025-08-27,Palarivattom,11,90,0,0,0
2025-08-27,Palarivattom,12,91,0,0,0
2025-08-27,Palarivattom,13,75,0,0,0
2025-08-27,Palarivattom,14,82,0,0,0
2025-08-27,Palarivattom,15,92,0,0,0
2025-08-27,Palarivattom,16,79,0,0,0
2025-08-27,Palarivattom,17,205,0,0,1
2025-08-27,Palarivattom,18,211,0,0,1
2025-08-27,Palarivattom,19,178,0,0,1
2025-08-27,Palarivattom,20,190,0,0,1
2025-08-27,Palarivattom,21,73,0,0,0
2025-08-27,Palarivattom,22,73,0,0,0
2025-08-27,JLN Stadium,6,76,0,0,0
2025-08-27,JLN Stadium,7,89,0,0,0
2025-08-27,JLN Stadium,8,207,0,1,0
2025-08-27,JLN Stadium,9,218,0,1,0
2025-08-27,JLN Stadium,10,214,0,1,0
2025-08-27,JLN Stadium,11,74,0,0,0
2025-08-27,JLN Stadium,12,82,0,0,0
2025-08-27,JLN Stadium,13,93,0,0,0
2025-08-27,JLN Stadium,14,76,0,0,0
2025-08-27,JLN Stadium,15,66,0,0,0
2025-08-27,JLN Stadium,16,75,0,0,0
2025-08-27,JLN Stadium,17,210,0,0,1
2025-08-27,JLN Stadium,18,177,0,0,1
2025-08-27,JLN Stadium,19,201,0,0,1
2025-08-27,JLN Stadium,20,189,0,0,1
2025-08-27,JLN Stadium,21,72,0,0,0
2025-08-27,JLN Stadium,22,80,0,0,0
2025-08-27,Kaloor Town Hall,6,79,0,0,0
2025-08-27,Kaloor Town Hall,7,72,0,0,0
2025-08-27,Kaloor Town Hall,8,191,0,1,0
2025-08-27,Kaloor Town Hall,9,193,0,1,0
2025-08-27,Kaloor Town Hall,10,201,0,1,0
2025-08-27,Kaloor Town Hall,11,79,0,0,0
2025-08-27,Kaloor Town Hall,12,71,0,0,0
2025-08-27,Kaloor Town Hall,13,81,0,0,0
2025-08-27,Kaloor Town Hall,14,88,0,0,0
2025-08-27,Kaloor Town Hall,15,89,0,0,0
2025-08-27,Kaloor Town Hall,16,94,0,0,0
2025-08-27,Kaloor Town Hall,17,193,0,0,1
2025-08-27,Kaloor Town Hall,18,185,0,0,1
2025-08-27,Kaloor Town Hall,19,230,0,0,1
2025-08-27,Kaloor Town Hall,20,213,0,0,1
2025-08-27,Kaloor Town Hall,21,89,0,0,0
2025-08-27,Kaloor Town Hall,22,83,0,0,0
2025-08-27,MG Road,6,183,0,0,0
2025-08-27,MG Road,7,195,0,0,0
2025-08-27,MG Road,8,487,0,1,0
2025-08-27,MG Road,9,481,0,1,0
2025-08-27,MG Road,10,490,0,1,0
2025-08-27,MG Road,11,202,0,0,0
2025-08-27,MG Road,12,225,0,0,0
2025-08-27,MG Road,13,204,0,0,0
2025-08-27,MG Road,14,209,0,0,0
2025-08-27,MG Road,15,169,0,0,0
2025-08-27,MG Road,16,199,0,0,0
2025-08-27,MG Road,17,531,0,0,1
2025-08-27,MG Road,18,488,0,0,1
2025-08-27,MG Road,19,513,0,0,1
2025-08-27,MG Road,20,493,0,0,1
2025-08-27,MG Road,21,175,0,0,0
2025-08-27,MG Road,22,214,0,0,0
2025-08-27,Maharaja's College,6,87,0,0,0
2025-08-27,Maharaja's College,7,74,0,0,0
2025-08-27,Maharaja's College,8,198,0,1,0
2025-08-27,Maharaja's College,9,209,0,1,0
2025-08-27,Maharaja's College,10,227,0,1,0
2025-08-27,Maharaja's College,11,80,0,0,0
2025-08-27,Maharaja's College,12,83,0,0,0
2025-08-27,Maharaja's College,13,79,0,0,0
2025-08-27,Maharaja's College,14,77,0,0,0
2025-08-27,Maharaja's College,15,76,0,0,0
2025-08-27,Maharaja's College,16,88,0,0,0
2025-08-27,Maharaja's College,17,199,0,0,1
2025-08-27,Maharaja's College,18,201,0,0,1
2025-08-27,Maharaja's College,19,225,0,0,1
2025-08-27,Maharaja's College,20,207,0,0,1
2025-08-27,Maharaja's College,21,90,0,0,0
2025-08-27,Maharaja's College,22,76,0,0,0
2025-08-27,Ernakulam South,6,190,0,0,0
2025-08-27,Ernakulam South,7,224,0,0,0
2025-08-27,Ernakulam South,8,513,0,1,0
2025-08-27,Ernakulam South,9,476,0,1,0
2025-08-27,Ernakulam South,10,486,0,1,0
2025-08-27,Ernakulam South,11,211,0,0,0
2025-08-27,Ernakulam South,12,187,0,0,0
2025-08-27,Ernakulam South,13,229,0,0,0
2025-08-27,Ernakulam South,14,173,0,0,0
2025-08-27,Ernakulam South,15,222,0,0,0
2025-08-27,Ernakulam South,16,210,0,0,0
2025-08-27,Ernakulam South,17,489,0,0,1
2025-08-27,Ernakulam South,18,501,0,0,1
2025-08-27,Ernakulam South,19,495,0,0,1
2025-08-27,Ernakulam South,20,524,0,0,1
2025-08-27,Ernakulam South,21,195,0,0,0
2025-08-27,Ernakulam South,22,213,0,0,0
2025-08-27,Kadavanthra,6,77,0,0,0
2025-08-27,Kadavanthra,7,80,0,0,0
2025-08-27,Kadavanthra,8,207,0,1,0
2025-08-27,Kadavanthra,9,201,0,1,0
2025-08-27,Kadavanthra,10,181,0,1,0
2025-08-27,Kadavanthra,11,68,0,0,0
2025-08-27,Kadavanthra,12,77,0,0,0
2025-08-27,Kadavanthra,13,96,0,0,0
2025-08-27,Kadavanthra,14,70,0,0,0
2025-08-27,Kadavanthra,15,77,0,0,0
2025-08-27,Kadavanthra,16,86,0,0,0
2025-08-27,Kadavanthra,17,210,0,0,1
2025-08-27,Kadavanthra,18,197,0,0,1
2025-08-27,Kadavanthra,19,187,0,0,1
2025-08-27,Kadavanthra,20,180,0,0,1
2025-08-27,Kadavanthra,21,89,0,0,0
2025-08-27,Kadavanthra,22,97,0,0,0
2025-08-27,Elamkulam,6,72,0,0,0
2025-08-27,Elamkulam,7,95,0,0,0
2025-08-27,Elamkulam,8,206,0,1,0
2025-08-27,Elamkulam,9,198,0,1,0
2025-08-27,Elamkulam,10,195,0,1,0
2025-08-27,Elamkulam,11,75,0,0,0
2025-08-27,Elamkulam,12,71,0,0,0
2025-08-27,Elamkulam,13,80,0,0,0
2025-08-27,Elamkulam,14,69,0,0,0
2025-08-27,Elamkulam,15,92,0,0,0
2025-08-27,Elamkulam,16,84,0,0,0
2025-08-27,Elamkulam,17,213,0,0,1
2025-08-27,Elamkulam,18,191,0,0,1
2025-08-27,Elamkulam,19,183,0,0,1
2025-08-27,Elamkulam,20,197,0,0,1
2025-08-27,Elamkulam,21,83,0,0,0
2025-08-27,Elamkulam,22,83,0,0,0
2025-08-27,Vyttila,6,90,0,0,0
2025-08-27,Vyttila,7,94,0,0,0
2025-08-27,Vyttila,8,214,0,1,0
2025-08-27,Vyttila,9,199,0,1,0
2025-08-27,Vyttila,10,210,0,1,0
2025-08-27,Vyttila,11,76,0,0,0
2025-08-27,Vyttila,12,74,0,0,0
2025-08-27,Vyttila,13,73,0,0,0
2025-08-27,Vyttila,14,82,0,0,0
2025-08-27,Vyttila,15,103,0,0,0
2025-08-27,Vyttila,16,72,0,0,0
2025-08-27,Vyttila,17,192,0,0,1
2025-08-27,Vyttila,18,212,0,0,1
2025-08-27,Vyttila,19,215,0,0,1
2025-08-27,Vyttila,20,199,0,0,1
2025-08-27,Vyttila,21,82,0,0,0
2025-08-27,Vyttila,22,86,0,0,0
2025-08-27,Thaikoodam,6,73,0,0,0
2025-08-27,Thaikoodam,7,71,0,0,0
2025-08-27,Thaikoodam,8,228,0,1,0
2025-08-27,Thaikoodam,9,197,0,1,0
2025-08-27,Thaikoodam,10,210,0,1,0
2025-08-27,Thaikoodam,11,82,0,0,0
2025-08-27,Thaikoodam,12,82,0,0,0
2025-08-27,Thaikoodam,13,87,0,0,0
2025-08-27,Thaikoodam,14,83,0,0,0
2025-08-27,Thaikoodam,15,98,0,0,0
2025-08-27,Thaikoodam,16,92,0,0,0
2025-08-27,Thaikoodam,17,220,0,0,1
2025-08-27,Thaikoodam,18,211,0,0,1
2025-08-27,Thaikoodam,19,177,0,0,1
2025-08-27,Thaikoodam,20,194,0,0,1
2025-08-27,Thaikoodam,21,75,0,0,0
2025-08-27,Thaikoodam,22,78,0,0,0
2025-08-27,Petta,6,67,0,0,0
2025-08-27,Petta,7,83,0,0,0
2025-08-27,Petta,8,206,0,1,0
2025-08-27,Petta,9,184,0,1,0
2025-08-27,Petta,10,197,0,1,0
2025-08-27,Petta,11,75,0,0,0
2025-08-27,Petta,12,64,0,0,0
2025-08-27,Petta,13,83,0,0,0
2025-08-27,Petta,14,82,0,0,0
2025-08-27,Petta,15,83,0,0,0
2025-08-27,Petta,16,79,0,0,0
2025-08-27,Petta,17,194,0,0,1
2025-08-27,Petta,18,203,0,0,1
2025-08-27,Petta,19,209,0,0,1
2025-08-27,Petta,20,195,0,0,1
2025-08-27,Petta,21,62,0,0,0
2025-08-27,Petta,22,83,0,0,0
2025-08-27,Vadakkekotta,6,92,0,0,0
2025-08-27,Vadakkekotta,7,93,0,0,0
2025-08-27,Vadakkekotta,8,199,0,1,0
2025-08-27,Vadakkekotta,9,188,0,1,0
2025-08-27,Vadakkekotta,10,190,0,1,0
2025-08-27,Vadakkekotta,11,79,0,0,0
2025-08-27,Vadakkekotta,12,80,0,0,0
2025-08-27,Vadakkekotta,13,87,0,0,0
2025-08-27,Vadakkekotta,14,86,0,0,0
2025-08-27,Vadakkekotta,15,78,0,0,0
2025-08-27,Vadakkekotta,16,79,0,0,0
2025-08-27,Vadakkekotta,17,191,0,0,1
2025-08-27,Vadakkekotta,18,231,0,0,1
2025-08-27,Vadakkekotta,19,203,0,0,1
2025-08-27,Vadakkekotta,20,205,0,0,1
2025-08-27,Vadakkekotta,21,69,0,0,0
2025-08-27,Vadakkekotta,22,70,0,0,0
2025-08-27,SN Junction,6,95,0,0,0
2025-08-27,SN Junction,7,85,0,0,0
2025-08-27,SN Junction,8,214,0,1,0
2025-08-27,SN Junction,9,187,0,1,0
2025-08-27,SN Junction,10,172,0,1,0
2025-08-27,SN Junction,11,92,0,0,0
2025-08-27,SN Junction,12,94,0,0,0
2025-08-27,SN Junction,13,93,0,0,0
2025-08-27,SN Junction,14,78,0,0,0
2025-08-27,SN Junction,15,85,0,0,0
2025-08-27,SN Junction,16,63,0,0,0
2025-08-27,SN Junction,17,172,0,0,1
2025-08-27,SN Junction,18,209,0,0,1
2025-08-27,SN Junction,19,227,0,0,1
2025-08-27,SN Junction,20,185,0,0,1
2025-08-27,SN Junction,21,95,0,0,0
2025-08-27,SN Junction,22,89,0,0,0
2025-08-27,Tripunithura Terminal,6,63,0,0,0
2025-08-27,Tripunithura Terminal,7,78,0,0,0
2025-08-27,Tripunithura Terminal,8,177,0,1,0
2025-08-27,Tripunithura Terminal,9,179,0,1,0
2025-08-27,Tripunithura Terminal,10,215,0,1,0
2025-08-27,Tripunithura Terminal,11,72,0,0,0
2025-08-27,Tripunithura Terminal,12,92,0,0,0
2025-08-27,Tripunithura Terminal,13,64,0,0,0
2025-08-27,Tripunithura Terminal,14,75,0,0,0
2025-08-27,Tripunithura Terminal,15,86,0,0,0
2025-08-27,Tripunithura Terminal,16,73,0,0,0
2025-08-27,Tripunithura Terminal,17,211,0,0,1
2025-08-27,Tripunithura Terminal,18,212,0,0,1
2025-08-27,Tripunithura Terminal,19,211,0,0,1
2025-08-27,Tripunithura Terminal,20,204,0,0,1
2025-08-27,Tripunithura Terminal,21,70,0,0,0
2025-08-27,Tripunithura Terminal,22,72,0,0,0
2025-09-03,Aluva,6,205,0,0,0
2025-09-03,Aluva,7,203,0,0,0
2025-09-03,Aluva,8,476,0,1,0
2025-09-03,Aluva,9,502,0,1,0
2025-09-03,Aluva,10,518,0,1,0
2025-09-03,Aluva,11,169,0,0,0
2025-09-03,Aluva,12,213,0,0,0
